date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,activeAddresses,medianTxValue(USD)
2016-11-14,185531.872756,42,6951590.0,1.0,389749.0,0.0,38,280.5,
2016-11-15,1895003.31897,34,6951590.0,1.0,2252560.0,0.0,33,29.58687975,
2016-11-16,595930.88486,39,6951590.0,1.0,1524490.0,0.0,27,500.0,
2016-11-17,641939.200602,75,6951590.0,1.0,987757.0,0.0,40,1100.0,
2016-11-18,189554.509525,38,6951590.0,1.0,566442.0,0.0,29,164.75,
2016-11-19,198675.838365,27,6951590.0,1.0,444691.0,0.0,15,99.5,
2016-11-20,650636.550961,29,6951590.0,1.0,1149160.0,0.0,12,8862.66,
2016-11-21,2342264.79377,37,6951590.0,1.0,2210850.0,0.0,23,9999.5,
2016-11-22,438765.775369,19,6951590.0,1.0,996653.0,0.0,19,111.0,
2016-11-23,111998.363286,37,6951590.0,1.0,533171.0,0.0,29,76.42504391,
2016-11-24,562604.086054,36,6951590.0,1.0,1157470.0,0.0,27,1138.22,
2016-11-25,188559.785812,64,6951590.0,1.0,447527.0,0.0,38,459.64939428,
2016-11-26,189049.763495,53,6951590.0,1.0,398097.0,0.0,30,1282.75184148,
2016-11-27,195437.517647,25,6951590.0,1.0,369032.0,0.0,19,3785.63,
2016-11-28,1209263.51026,66,6951590.0,1.0,293938.0,0.0,48,372.17,
2016-11-29,281944.883655,43,6951590.0,1.0,602186.0,0.0,36,242.24,
2016-11-30,227075.893934,51,6951590.0,1.0,517118.0,0.0,32,729.77752,
2016-12-01,673208.712518,46,6951590.0,1.0,916660.0,0.0,30,2100.87055916,
2016-12-02,576634.150876,61,6951590.0,1.0,1548020.0,0.0,44,334.90385,
2016-12-03,498971.336526,52,6951590.0,1.0,566210.0,0.0,41,49.45268775,
2016-12-04,190200.488037,39,6951730.0,1.0,338054.0,0.0,30,355.59759269,
2016-12-05,698088.536447,56,6952770.0,1.0,1166450.0,0.0,29,4466.835,
2016-12-06,1135514.5157,65,6951730.0,1.0,2074660.0,0.0,34,7786.45,
2016-12-07,333553.740889,54,6951590.0,1.0,677377.0,0.0,31,1386.56,
2016-12-08,153883.900504,48,6951590.0,1.0,424174.0,0.0,35,500.0,
2016-12-09,76303.032421,37,6951590.0,1.0,257304.0,0.0,31,33.29462683,
2016-12-10,114381.231082,36,6951590.0,1.0,289281.0,0.0,27,89.80119494,
2016-12-11,38142.9081325,33,6951590.0,1.0,419496.0,0.0,29,97.72729023,
2016-12-12,746829.136591,64,6951590.0,1.0,735546.0,0.0,34,4472.17842074,
2016-12-13,1016603.20127,54,6951590.0,1.0,923361.0,0.0,32,4720.21,
2016-12-14,653457.226868,38,6951590.0,1.0,585908.0,0.0,27,760.22225505,
2016-12-15,322969.511943,57,6951590.0,1.0,388753.0,0.0,35,3250.0,
2016-12-16,70805.3952374,33,6951590.0,1.0,207220.0,0.0,24,150.0,
2016-12-17,262478.975782,37,6951800.0,1.0,372542.0,0.0,26,306.18404776,
2016-12-18,304736.196728,40,6951800.0,1.0,430745.0,0.0,32,57.84303092,
2016-12-19,264915.641035,48,6951660.0,1.0,403551.0,0.0,33,498.93,
2016-12-20,71563.676657,54,6951590.0,1.0,412630.0,0.0,41,209.5,
2016-12-21,307184.577082,75,6951590.0,1.0,821307.0,0.0,59,823.04865428,
2016-12-22,673909.074157,110,6951590.0,1.0,1247890.0,0.0,54,782.75,
2016-12-23,1380285.01209,163,6951590.0,1.0,2873180.0,0.0,60,975.0,
2016-12-24,850356.03616,73,6952770.0,1.0,1808220.0,0.0,45,296.457898,
2016-12-25,558647.656883,82,6951660.0,1.0,1911330.0,0.0,35,1232.25,
2016-12-26,1633088.12815,103,6951660.0,1.0,1279530.0,0.0,47,920.0,
2016-12-27,1058557.83676,117,6951660.0,1.0,2108650.0,0.0,54,1350.0,
2016-12-28,1362666.84118,169,6951660.0,1.0,2943940.0,0.0,70,1124.0,
2016-12-29,1937348.65564,159,6951870.0,1.0,2794880.0,0.0,69,1308.74,
2016-12-30,1300972.55139,150,6951730.0,1.0,2515800.0,3000000.0,74,790.22,
2016-12-31,1319673.6119,81,9951790.0,1.0,775440.0,0.0,42,454.08,
2017-01-01,625441.322969,66,9951690.0,1.0,1946000.0,0.0,28,1874.605,
2017-01-02,1106414.3096,154,9951690.0,1.0,3107780.0,0.0,72,1900.0,
2017-01-03,2147113.6,233,9951690.0,1.0,3267910.0,0.0,96,1019.3572,
2017-01-04,5328914.16282,259,9951690.0,1.0,7463910.0,0.0,101,975.0,
2017-01-05,3459536.85931,177,9951690.0,1.0,13406600.0,5000000.0,81,2165.22,
2017-01-06,2994990.15891,219,14951700.0,1.0,7969720.0,0.0,118,892.83127954,
2017-01-07,2032693.89703,196,14951700.0,1.0,5932450.0,0.0,133,43.94,
2017-01-08,1025979.48193,233,14951700.0,1.0,3800480.0,0.0,132,10.27827467,
2017-01-09,956620.413719,73,14951700.0,1.0,2717290.0,0.0,58,314.5,
2017-01-10,869692.942295,113,14951700.0,1.0,1379840.0,0.0,90,129.81157253,
2017-01-11,3580703.68906,145,14951700.0,1.0,9628470.0,0.0,57,10000.0,
2017-01-12,2759969.35264,149,14951700.0,1.0,5552980.0,0.0,72,1991.32,
2017-01-13,893986.422602,130,14951700.0,1.0,2739310.0,0.0,61,198.5689926,
2017-01-14,579035.167331,122,14951700.0,1.0,1533240.0,0.0,46,761.77,
2017-01-15,3509541.99961,83,14952000.0,1.0,1334200.0,0.0,31,1000.0,
2017-01-16,801849.938925,53,14951900.0,1.0,1223000.0,0.0,33,5634.41,
2017-01-17,1680850.69448,207,14951700.0,1.0,4345620.0,0.0,88,571.0,
2017-01-18,1318033.87277,124,14951700.0,1.0,3458060.0,0.0,69,1328.0,
2017-01-19,1566006.35834,135,14951700.0,1.0,2241690.0,0.0,67,5000.0,
2017-01-20,2466027.23982,87,14951700.0,1.0,2085240.0,0.0,49,2351.94,
2017-01-21,1181870.84375,130,14951700.0,1.0,2455610.0,0.0,65,500.0,
2017-01-22,1076128.88274,97,14951700.0,1.0,2629330.0,0.0,48,578.23,
2017-01-23,1740926.72699,100,14951700.0,1.0,2533860.0,0.0,55,2152.82021055,
2017-01-24,1213995.53608,99,14951700.0,1.0,3160230.0,0.0,39,9980.0,
2017-01-25,898603.009935,78,14951700.0,1.0,1565260.0,0.0,52,500.0,
2017-01-26,1042282.75986,126,14951700.0,1.0,1814250.0,0.0,73,777.095,
2017-01-27,660623.075199,99,14951700.0,1.0,1360880.0,0.0,52,931.3,
2017-01-28,1684816.18859,78,14951700.0,1.0,1560910.0,0.0,43,289.41726484,
2017-01-29,1346304.67669,95,14951700.0,1.0,745036.0,0.0,60,432.0,
2017-01-30,278628.035243,79,14951700.0,1.0,681519.0,0.0,47,157.35,
2017-01-31,2218215.14695,104,14956400.0,1.0,2762940.0,10000000.0,58,813.6412608,
2017-02-01,2140046.77472,116,24951500.0,0.999997,3435630.0,0.0,71,467.066334237,
2017-02-02,1923022.07544,111,24951600.0,0.999999,3494060.0,0.0,61,1299.9987,
2017-02-03,1481366.66492,110,24951400.0,0.999994,2994180.0,0.0,61,549.33340199,
2017-02-04,2329358.92977,116,24951500.0,0.999998,2837660.0,0.0,61,488.037268944,
2017-02-05,862575.828447,113,24951600.0,0.999999,2141090.0,0.0,58,287.42971257,
2017-02-06,696338.507852,104,24951600.0,0.999999,1129720.0,0.0,56,760.25923974,
2017-02-07,1165969.00265,106,24951500.0,0.999998,2216310.0,0.0,50,1870.89129476,
2017-02-08,938845.103807,132,24951000.0,0.999999,3003910.0,0.0,68,648.853401376,
2017-02-09,2045423.15544,203,24951000.0,0.999999,8872190.0,0.0,91,999.999,
2017-02-10,864427.699301,119,24951000.0,0.999999,3640970.0,0.0,56,401.4995985,
2017-02-11,651985.845401,61,24951000.0,0.999999,1685670.0,0.0,42,519.99948,
2017-02-12,507765.976634,65,24951000.0,0.999999,1105600.0,0.0,41,100.025107995,
2017-02-13,368160.616602,50,24951000.0,0.999999,1347810.0,0.0,33,499.9995,
2017-02-14,696192.804203,62,24951000.0,1.0,2438910.0,0.0,41,4455.0,
2017-02-15,597543.878617,52,24951000.0,1.0,1654380.0,0.0,31,5000.0,
2017-02-16,346039.175624,63,24995700.0,1.0,1565660.0,0.0,46,150.0,
2017-02-17,1208464.30974,113,24952200.0,1.0,2135320.0,0.0,60,460.7500039,
2017-02-18,1348764.78734,77,24951500.0,1.0,1404980.0,0.0,43,200.30525766,
2017-02-19,239359.912923,67,24951200.0,1.0,1071870.0,0.0,37,345.63,
2017-02-20,551859.25594,77,24948400.0,0.999897,2550470.0,0.0,58,715.70627466,
2017-02-21,3498700.94568,159,24950900.0,0.999997,4595170.0,0.0,81,999.997,
2017-02-22,657055.136052,99,24945300.0,0.999771,1763290.0,0.0,71,254.32519762,
2017-02-23,1400322.5816,141,24950300.0,0.999971,3150010.0,0.0,110,464.40653182,
2017-02-24,3642532.00391,182,24950900.0,0.999997,10607500.0,0.0,87,4999.985,
2017-02-25,548588.89076,100,24950900.0,0.999998,3747980.0,0.0,71,114.499771,
2017-02-26,755796.019809,42,24952000.0,1.0,2280940.0,0.0,35,817.69201003,
2017-02-27,277114.832416,60,24951200.0,1.0,3063750.0,0.0,46,381.97137761,
2017-02-28,2894897.90275,78,24952700.0,1.0,5557310.0,0.0,48,5000.0,
2017-03-01,8678620.60757,176,24950300.0,0.999972,11999700.0,0.0,92,2745.83311452,
2017-03-02,4439313.72663,283,24951000.0,0.999999,14420000.0,0.0,140,1367.4986325,
2017-03-03,6008168.22095,226,24951000.0,1.0,12268600.0,0.0,116,1999.5,
2017-03-04,1738203.57813,129,24951000.0,1.0,6427490.0,0.0,66,1114.0,
2017-03-05,4076927.8496,145,24951200.0,1.0,6111390.0,0.0,83,364.7479422,
2017-03-06,1206689.95396,120,24951200.0,1.0,4261790.0,0.0,73,1000.0,
2017-03-07,6367626.27625,250,24951900.0,1.0,10782500.0,10000000.0,73,8000.0,
2017-03-08,17602912.412,267,34951100.0,1.0,11995300.0,0.0,124,1000.0,
2017-03-09,3220231.66579,184,34950700.0,1.0,9560830.0,0.0,87,1897.90004321,
2017-03-10,3691150.52314,298,34947100.0,0.999905,26308800.0,0.0,114,165.439409133,
2017-03-11,3266947.36212,228,34950100.0,0.999991,15269400.0,0.0,101,65.999406,
2017-03-12,2810392.03446,167,34951800.0,1.0,13039200.0,0.0,84,780.18719838,
2017-03-13,5883873.54862,391,34953200.0,1.0,25101200.0,0.0,152,662.0,
2017-03-14,6714651.88574,477,34951800.0,1.0,13773800.0,0.0,164,0.73519427,
2017-03-15,8039556.79404,418,34951100.0,1.0,20476500.0,0.0,134,299.5,
2017-03-16,10886952.102,578,34950700.0,1.0,39496700.0,0.0,180,199.5,
2017-03-17,21182108.5732,595,34951400.0,1.0,46381300.0,10000000.0,179,2154.31824688,
2017-03-18,11935850.6012,461,44952200.0,1.0,49039900.0,0.0,157,2000.0,
2017-03-19,8516922.1929,335,44952200.0,1.0,33106500.0,0.0,126,1041.89763878,
2017-03-20,2446161.65446,307,44953100.0,1.0,16075100.0,0.0,150,249.5,
2017-03-21,5339943.77499,367,44959900.0,1.0,21556400.0,0.0,150,981.21470074,
2017-03-22,4845776.51521,345,44952200.0,1.0,22713300.0,0.0,147,339.9,
2017-03-23,3289983.98716,258,44952700.0,1.0,12763900.0,0.0,154,201.70276784,
2017-03-24,6338674.00611,372,44954000.0,1.0,33351200.0,0.0,181,1120.21152292,
2017-03-25,5994569.1082,377,44946300.0,0.999898,28141600.0,0.0,167,978.654333175,
2017-03-26,5562594.60516,326,44947000.0,0.999915,16614300.0,0.0,160,858.638383063,
2017-03-27,4198127.66494,271,44951300.0,1.0,19270700.0,0.0,135,728.25,
2017-03-28,2625979.12909,330,44951300.0,1.0,15602800.0,0.0,177,500.5,
2017-03-29,5717460.10019,329,44951300.0,1.0,16816300.0,10000000.0,146,686.3126337,
2017-03-30,28076230.4012,412,54948000.0,0.999948,25009900.0,0.0,197,624.404622241,
2017-03-31,10297680.5912,393,54950000.0,0.999985,34115800.0,0.0,196,599.4910075,
2017-04-01,3105696.95407,315,54952000.0,1.0,15118800.0,0.0,154,538.72,
2017-04-02,8867676.36103,437,54927900.0,0.999582,45911500.0,0.0,191,1247.93814372,
2017-04-03,8989699.69011,473,55003100.0,1.0,42028500.0,0.0,207,1000.0,
2017-04-04,5884069.89707,398,54938300.0,0.999771,26434800.0,0.0,186,999.2711145,
2017-04-05,11382935.1684,400,54952500.0,1.0,26734200.0,0.0,247,1000.0,
2017-04-06,5337083.46098,510,54957500.0,1.0,33731600.0,0.0,229,700.0,
2017-04-07,9422049.30303,515,54947400.0,0.999937,21336300.0,0.0,248,1098.930763,
2017-04-08,3085124.64512,257,54943900.0,0.999874,14282200.0,0.0,129,778.734774184,
2017-04-09,12994571.9946,271,54935200.0,0.999714,18951900.0,0.0,147,999.714,
2017-04-10,4590972.54341,379,54948700.0,0.99996,12279500.0,0.0,197,531.80122586,
2017-04-11,5174990.61292,380,54947200.0,0.999934,12213800.0,0.0,194,896.0408574,
2017-04-12,7090511.94177,406,54942200.0,0.999842,20964000.0,0.0,194,730.160109972,
2017-04-13,8092487.4863,490,50721300.0,0.999558,24018200.0,0.0,266,650.401424119,
2017-04-14,4681966.74053,404,50724400.0,0.999618,14768200.0,0.0,209,434.757859032,
2017-04-15,6700510.00155,390,50694600.0,0.999031,14030700.0,0.0,224,333.488565603,
2017-04-16,2042297.53283,278,50740700.0,0.999939,7208670.0,0.0,162,189.98841,
2017-04-17,8544711.31183,563,50715100.0,0.999435,17280800.0,0.0,290,349.3025325,
2017-04-18,12789727.9961,924,50707900.0,0.999294,26367700.0,10000000.0,474,452.013482313,
2017-04-19,8145594.63221,675,60720500.0,0.999617,18244800.0,0.0,362,399.3469915,
2017-04-20,5383921.93475,657,54798700.0,0.999525,20548000.0,0.0,358,445.2883875,
2017-04-21,7564047.3693,715,54688500.0,0.998269,15935100.0,0.0,416,317.449542,
2017-04-22,5419066.55085,613,53866300.0,0.984,14711900.0,0.0,337,196.308,
2017-04-23,5302840.1984,621,51488800.0,0.940741,17298600.0,0.0,337,363.9726929,
2017-04-24,4778127.56287,534,50423200.0,0.921308,15265400.0,0.0,286,228.787467439,
2017-04-25,15133696.6729,539,50230200.0,0.917876,12707000.0,0.0,306,374.447979591,
2017-04-26,7899370.47792,600,59154900.0,0.913539,18772400.0,0.0,342,238.906267661,
2017-04-27,9029687.04189,581,57277700.0,0.921049,24062800.0,0.0,346,248.68323,
2017-04-28,10922495.6233,538,57450300.0,0.924343,26494600.0,0.0,301,403.57317423,
2017-04-29,6279077.33591,448,58065900.0,0.934557,26533600.0,0.0,260,372.888243,
2017-04-30,5077408.7237,374,59055700.0,0.937189,23739900.0,0.0,184,499.017484061,
2017-05-01,8577705.71972,498,59034000.0,0.936855,44582500.0,0.0,239,956.976900508,
2017-05-02,3001330.65491,485,58977000.0,0.935857,22268100.0,0.0,267,339.345706847,
2017-05-03,5041010.90091,575,58811700.0,0.932612,33500300.0,0.0,272,240.032920253,
2017-05-04,13016980.5055,861,57343000.0,0.933356,56022400.0,0.0,420,447.79620812,
2017-05-05,15967144.6749,840,59031900.0,0.945975,69583296.0,0.0,343,640.853996847,
2017-05-06,11869610.1034,549,59636700.0,0.955667,44047300.0,0.0,276,569.059656339,
2017-05-07,8313594.31366,672,60446200.0,0.968638,72995504.0,0.0,384,484.319,
2017-05-08,7085905.72475,621,60466400.0,0.968962,85211504.0,0.0,326,356.933793741,
2017-05-09,25307307.1402,553,60360500.0,0.967255,62186400.0,0.0,289,482.660245,
2017-05-10,9007520.95651,563,60558100.0,0.970483,45884200.0,0.0,284,430.894452,
2017-05-11,8462908.05936,486,61137000.0,0.97982,46800700.0,0.0,233,1207.70483092,
2017-05-12,12211247.8883,616,60842400.0,0.975099,42850000.0,0.0,319,587.860249688,
2017-05-13,5358207.47546,528,61232700.0,0.981353,28873700.0,0.0,271,574.7784521,
2017-05-14,5698705.40183,339,60697400.0,0.972775,23922200.0,0.0,182,898.8441,
2017-05-15,8456139.04198,528,61184200.0,0.980577,37380700.0,0.0,248,946.685722608,
2017-05-16,2961567.38016,228,60565400.0,0.970698,53097800.0,0.0,112,702.785352,
2017-05-17,3517043.08615,341,59461300.0,0.952963,60057700.0,0.0,237,381.1852,
2017-05-18,4999806.13827,376,59972000.0,0.961148,44705600.0,0.0,250,720.181564479,
2017-05-19,3978087.64941,560,60352400.0,0.967244,53721400.0,0.0,367,483.622,
2017-05-20,6282395.18451,608,62321400.0,0.998833,42299800.0,0.0,361,998.3335835,
2017-05-21,3095155.06237,360,61940800.0,0.992749,46162600.0,0.0,259,496.3745,
2017-05-22,11127334.184,343,62677500.0,1.0,79739904.0,0.0,210,1730.0,
2017-05-23,14376965.1666,647,63297800.0,1.01,59043000.0,0.0,370,705.99,
2017-05-24,13282737.054,724,64798700.0,1.01,87804800.0,10000000.0,503,503.99,
2017-05-25,38306248.9163,776,69488600.0,1.02,144036000.0,10000000.0,362,1135.00717294,
2017-05-26,38027210.7954,702,69907904.0,1.02,125946000.0,20000000.0,308,1677.72882763,
2017-05-27,48127141.2401,1041,99512496.0,1.05,186683008.0,20000000.0,523,1050.0,
2017-05-28,22442097.3696,836,107331000.0,1.02,110026000.0,0.0,429,1018.98,
2017-05-29,19392573.9324,677,109529000.0,1.04,80508896.0,0.0,346,1040.0,
2017-05-30,24868500.1925,1099,107170000.0,1.02,108331000.0,0.0,455,1823.0160248,
2017-05-31,10316054.0584,716,106342000.0,1.01,84739904.0,0.0,355,1194.325,
2017-06-01,15271441.6234,797,108739000.0,1.04,100614000.0,0.0,394,1037.92,
2017-06-02,9129125.19001,603,108350000.0,1.03,49197100.0,0.0,288,1052.829126,
2017-06-03,9254857.01213,591,107827000.0,1.03,43629000.0,0.0,307,1030.0,
2017-06-04,9828051.37748,619,107470000.0,1.02,49194800.0,0.0,340,1020.0,
2017-06-05,10437466.3391,666,106012000.0,1.01,49132500.0,0.0,365,1513.99,
2017-06-06,64287524.3099,1303,106682000.0,1.02,152408000.0,20000000.0,601,1538.493744,
2017-06-07,58130272.3932,783,105220000.0,1.0,97386096.0,0.0,406,1998.0,
2017-06-08,19034448.0764,722,106791000.0,1.02,65560000.0,0.0,427,1236.30962311,
2017-06-09,17645932.8612,807,127906000.0,1.0,58031200.0,0.0,366,2000.0,
2017-06-10,19382154.6619,763,127386000.0,0.999158,80163296.0,0.0,334,1996.317684,
2017-06-11,14192346.6805,615,130666000.0,1.02,84910496.0,0.0,271,2037.96,
2017-06-12,27491608.4589,789,128293000.0,1.01,211119008.0,0.0,378,3529.95,
2017-06-13,34735662.4052,942,131201000.0,1.03,105293000.0,0.0,521,1786.71507711,
2017-06-14,34390523.4791,756,128630000.0,1.01,139975008.0,0.0,370,2661.90454624,
2017-06-15,64168384.4137,1023,131306000.0,1.03,243107008.0,0.0,398,3605.0,
2017-06-16,27757231.0792,968,129124000.0,1.01,109032000.0,20000000.0,493,2017.98,
2017-06-17,18075328.3703,552,130158000.0,1.02,104554000.0,0.0,289,2037.96,
2017-06-18,12900534.4475,568,126050000.0,0.988674,114519000.0,0.0,268,1975.370652,
2017-06-19,25026433.9886,930,127821000.0,1.0,75733696.0,0.0,547,1000.0,
2017-06-20,10642351.5534,909,125729000.0,0.986156,88767296.0,0.0,602,852.738264451,
2017-06-21,33701396.2772,724,141088992.0,0.975087,108254000.0,0.0,372,1422.49981943,
2017-06-22,26576224.2678,982,141969856.0,0.981174,63105300.0,0.0,635,963.022281,
2017-06-23,25797867.2281,690,140714112.0,0.972496,41182300.0,0.0,335,1135.71861841,
2017-06-24,30534297.1055,543,145581616.0,1.01,79286600.0,20000000.0,251,3024.95,
2017-06-25,31581663.2574,762,147510144.0,1.02,102005000.0,0.0,334,2037.96,
2017-06-26,74504633.2779,1183,146479872.0,1.01,195886000.0,30000000.0,442,2017.98,
2017-06-27,77250968.1105,1068,146155648.0,1.01,171804992.0,30000000.0,430,2019.2425,
2017-06-28,31038479.2239,779,146266672.0,1.01,128750000.0,0.0,374,2017.98,
2017-06-29,18198414.3896,630,146484464.0,1.01,101103000.0,0.0,313,1987.72820856,
2017-06-30,33532970.7552,775,218616192.0,1.02,72550400.0,0.0,452,1244.4,
2017-07-01,27975514.254,759,217215408.0,1.01,82133800.0,0.0,293,2017.98,
2017-07-02,21746822.7365,754,219180432.0,1.02,76519200.0,0.0,331,2034.9,
2017-07-03,25190602.4028,718,223016704.0,1.01,87514200.0,0.0,337,2017.98,
2017-07-04,24844540.0254,785,219892848.0,0.999601,87707904.0,0.0,361,1997.202798,
2017-07-05,14949513.9111,486,220125888.0,1.0,66727600.0,0.0,275,2354.9766,
2017-07-06,16823738.136,991,219086608.0,0.995936,44331000.0,0.0,510,1488.92432,
2017-07-07,23268511.2315,714,220508816.0,1.0,84663200.0,0.0,318,1848.94605867,
2017-07-08,17015512.0622,609,221836720.0,1.01,62607300.0,0.0,290,1314.01,
2017-07-09,14667015.7407,478,219893504.0,0.999601,45640800.0,0.0,217,1997.202798,
2017-07-10,58482731.0088,870,221114096.0,1.01,132682000.0,0.0,424,2017.98,
2017-07-11,52695201.3554,1102,239198384.0,1.02,173424000.0,30000000.0,495,2038.98,
2017-07-12,61544873.6339,805,260928816.0,1.01,131420000.0,0.0,461,1812.3844,
2017-07-13,57867636.063,1011,268892256.0,0.999669,104236000.0,25000000.0,565,1627.32083367,
2017-07-14,18662421.4616,727,289634624.0,1.0,93146704.0,0.0,434,1125.58840209,
2017-07-15,32377464.8441,937,290061056.0,1.0,125229000.0,0.0,529,1236.22054658,
2017-07-16,28322342.893,973,295162368.0,1.0,177914000.0,0.0,498,1386.85799993,
2017-07-17,29800290.2788,908,291008736.0,0.988208,171476000.0,0.0,522,1331.85824174,
2017-07-18,42000627.1795,1284,293035072.0,0.995021,238396000.0,25000000.0,741,998.006063,
2017-07-19,27054244.5719,966,309942048.0,1.0,199312000.0,0.0,527,1170.4269,
2017-07-20,36591798.7857,1130,306709536.0,0.99098,278993984.0,0.0,621,1293.76177355,
2017-07-21,44772124.6213,1458,319065408.0,0.998636,168919008.0,0.0,815,1020.60820947,
2017-07-22,35431399.0004,1362,319377280.0,0.999612,131558000.0,0.0,843,847.701721876,
2017-07-23,26082095.1878,524,317831296.0,0.994773,114229000.0,0.0,334,1119.96449069,
2017-07-24,20336526.3571,722,319475360.0,0.999919,75766896.0,0.0,457,994.919405,
2017-07-25,32432341.4114,1089,317675040.0,0.994284,220992000.0,0.0,612,994.284,
2017-07-26,18463064.6011,963,319068416.0,0.998645,111957000.0,0.0,541,996.64771,
2017-07-27,19715507.8503,916,319130336.0,0.998839,79850000.0,0.0,481,1196.609122,
2017-07-28,61925840.7411,1200,318242336.0,0.99606,116290000.0,0.0,626,1350.59313266,
2017-07-29,25754377.2374,1311,319422912.0,0.999755,73768304.0,0.0,785,988.2578175,
2017-07-30,19207786.5801,896,318471136.0,0.996776,60213000.0,0.0,443,1274.38801591,
2017-07-31,25729250.7417,1385,319511648.0,1.0,75184896.0,0.0,741,1108.0,
2017-08-01,20649860.9734,865,320388192.0,1.0,170044992.0,0.0,483,998.0,
2017-08-02,40500035.2027,2184,318408704.0,0.996581,84592704.0,0.0,1118,498.2905,
2017-08-03,18893315.5854,2342,320322304.0,1.0,57242700.0,0.0,1147,582.1438,
2017-08-04,14913202.2545,1479,309421600.0,0.968452,59432500.0,0.0,780,966.515096,
2017-08-05,30698084.3639,1992,320940416.0,1.0,173138000.0,0.0,989,909.87580288,
2017-08-06,24769157.3307,1601,320093056.0,1.0,103532000.0,0.0,848,995.0,
2017-08-07,39801133.2279,1825,319331072.0,0.999468,110170000.0,0.0,955,703.25566884,
2017-08-08,23694561.9852,2080,317654592.0,0.99422,130482000.0,0.0,1249,607.668220758,
2017-08-09,20765271.9323,1371,319257024.0,0.999236,140568992.0,0.0,755,994.23982,
2017-08-10,15747723.0545,1429,319117600.0,0.998799,91695000.0,0.0,799,890.928708,
2017-08-11,49542362.5473,2346,318426208.0,0.996635,111829000.0,0.0,1211,989.011612611,
2017-08-12,25754868.5994,1592,319784512.0,1.0,130896000.0,0.0,791,984.06586901,
2017-08-13,48087089.374,2022,319661280.0,1.0,198568992.0,0.0,1002,1000.0,
2017-08-14,28312218.2326,1925,318121664.0,0.995682,125445000.0,0.0,993,990.70359,
2017-08-15,49543313.5157,1927,319616608.0,1.0,213099008.0,0.0,897,1898.0,
2017-08-16,27437211.2944,1323,319170080.0,0.998963,121473000.0,0.0,699,998.963,
2017-08-17,48578035.3912,1844,319712160.0,1.0,166152000.0,0.0,962,1000.0,
2017-08-18,35818962.0877,1795,322034592.0,1.01,255272000.0,0.0,867,1515.0,
2017-08-19,48159289.936,1356,322030368.0,1.01,281632992.0,0.0,726,1655.39,
2017-08-20,25147646.3868,1150,318596320.0,0.997167,133754000.0,0.0,631,689.87004561,
2017-08-21,28047101.6689,1568,319353664.0,0.999538,208830000.0,0.0,809,891.587896,
2017-08-22,40721311.0619,1593,319888224.0,1.0,241915008.0,0.0,850,1000.0,
2017-08-23,27729187.0425,1378,320871552.0,1.0,195159008.0,0.0,793,1000.0,
2017-08-24,19277262.7039,1137,319287936.0,0.999332,132330000.0,0.0,637,747.500336,
2017-08-25,33453379.4489,1422,321015424.0,1.0,116308000.0,0.0,819,998.0,
2017-08-26,12666758.7709,612,320776064.0,1.0,98081296.0,0.0,381,993.8,
2017-08-27,18979496.3673,1092,319542624.0,1.0,104722000.0,0.0,582,642.88109985,
2017-08-28,19423837.4095,828,320279232.0,1.0,130785000.0,0.0,488,998.0,
2017-08-29,27658852.3754,1542,320306528.0,1.0,132123000.0,0.0,822,998.0,
2017-08-30,27893261.2431,1575,320041376.0,1.0,114992000.0,0.0,897,978.83545755,
2017-08-31,20165150.1157,1498,319518400.0,1.0,109217000.0,0.0,800,700.0,
2017-09-01,69590517.5311,2047,320792480.0,1.0,199664000.0,0.0,991,1000.0,
2017-09-02,88862155.0744,2595,320965888.0,1.0,345971008.0,20000000.0,1209,1469.85173208,
2017-09-03,63972810.7737,1520,348835808.0,1.01,188687008.0,25000000.0,788,1513.90276587,
2017-09-04,110428151.828,2944,364942624.0,1.0,375472992.0,0.0,1389,1623.5,
2017-09-05,82425416.0327,2852,379945248.0,1.03,271614016.0,25000000.0,1480,1184.5,
2017-09-06,35137177.0738,1915,387469120.0,1.01,192688992.0,0.0,985,1010.0,
2017-09-07,57558005.7537,2085,386679360.0,1.0,166452992.0,25000000.0,1059,996.0,
2017-09-08,87898719.2632,2414,394388160.0,1.0,319590016.0,0.0,1153,1246.92106781,
2017-09-09,52749019.2087,2072,398820000.0,1.01,119580000.0,0.0,1164,959.5,
2017-09-10,43527786.507,2017,405081600.0,1.0,163772992.0,0.0,1045,800.0,
2017-09-11,40377007.7416,1713,405354848.0,1.0,125845000.0,0.0,877,1000.0,
2017-09-12,130977947.418,1921,404210368.0,1.0,162774000.0,0.0,1053,901.85008334,
2017-09-13,76661299.8252,2391,404357536.0,1.0,257404000.0,0.0,1170,1496.0,
2017-09-14,69387972.6646,2342,414813344.0,1.0,356495008.0,25000000.0,1165,1128.6265,
2017-09-15,143985461.005,3440,420282688.0,1.0,540294976.0,0.0,1671,1239.53932962,
2017-09-16,53723108.0444,2073,443607200.0,1.0,233444992.0,0.0,1076,1099.0,
2017-09-17,23780306.096,1131,445726240.0,1.01,119083000.0,0.0,583,1010.0,
2017-09-18,49870102.7044,1691,443461248.0,1.0,214648000.0,0.0,855,1314.0,
2017-09-19,43845243.7285,1609,443240192.0,1.0,163298000.0,0.0,865,1000.0,
2017-09-20,26912233.3548,1592,444391968.0,1.0,137763008.0,0.0,937,1000.0,
